statecode,dates,confirmed,recovered,tested,other,deceased,vaccinated1,vaccinated2
AN,26-03-2020,1,0,0,0,0,0,0
AN,27-03-2020,6,0,0,0,0,0,0
AN,28-03-2020,9,0,0,0,0,0,0
AN,30-03-2020,10,0,0,0,0,0,0
AN,08-04-2020,1,0,0,0,0,0,0
AN,09-04-2020,1,10,0,0,0,0,0
AN,16-04-2020,0,1,0,0,0,0,0
AN,17-04-2020,1,1,1403,0,0,0,0
AN,18-04-2020,3,1,1403,0,0,0,0
AN,19-04-2020,4,1,1403,0,0,0,0
AN,20-04-2020,5,1,1403,0,0,0,0
AN,21-04-2020,6,1,1403,0,0,0,0
AN,22-04-2020,7,1,1403,0,0,0,0
AN,23-04-2020,11,0,1403,0,0,0,0
AN,24-04-2020,17,0,1276,0,0,0,0
AN,25-04-2020,19,0,1276,0,0,0,0
AN,27-04-2020,17,0,1445,0,0,0,0
AN,28-04-2020,16,4,1445,0,0,0,0
AN,30-04-2020,11,5,1445,0,0,0,0
AN,01-05-2020,4,5,1075,0,0,0,0
AN,02-05-2020,0,15,1075,0,0,0,0
AN,03-05-2020,0,21,1075,0,0,0,0
AN,07-05-2020,0,17,906,0,0,0,0
AN,16-05-2020,0,0,2923,0,0,0,0
AN,19-05-2020,0,0,3211,0,0,0,0
AN,20-05-2020,0,0,3328,0,0,0,0
AN,21-05-2020,0,0,3413,0,0,0,0
AN,22-05-2020,0,0,3509,0,0,0,0
AN,23-05-2020,0,0,650,0,0,0,0
AN,25-05-2020,0,0,686,0,0,0,0
AN,26-05-2020,0,0,483,0,0,0,0
AN,27-05-2020,0,0,417,0,0,0,0
AN,28-05-2020,0,0,352,0,0,0,0
AN,29-05-2020,0,0,304,0,0,0,0
AN,31-05-2020,0,0,379,0,0,0,0
AN,01-06-2020,0,0,442,0,0,0,0
AN,02-06-2020,0,0,638,0,0,0,0
AN,03-06-2020,0,0,796,0,0,0,0
AN,04-06-2020,0,0,894,0,0,0,0
AN,05-06-2020,0,0,1127,0,0,0,0
AN,06-06-2020,0,0,1470,0,0,0,0
AN,07-06-2020,0,0,1536,0,0,0,0
AN,08-06-2020,0,0,1536,0,0,0,0
AN,09-06-2020,1,0,1773,0,0,0,0
AN,10-06-2020,2,0,1715,0,0,0,0
AN,11-06-2020,5,0,1813,0,0,0,0
AN,12-06-2020,5,0,2003,0,0,0,0
AN,13-06-2020,5,0,1918,0,0,0,0
AN,14-06-2020,7,0,2114,0,0,0,0
AN,15-06-2020,8,0,2177,0,0,0,0
AN,16-06-2020,10,0,1950,0,0,0,0
AN,17-06-2020,9,0,2229,0,0,0,0
AN,18-06-2020,7,2,2396,0,0,0,0
AN,19-06-2020,9,2,2233,0,0,0,0
AN,20-06-2020,9,2,2365,0,0,0,0
AN,21-06-2020,8,4,2078,0,0,0,0
AN,22-06-2020,7,4,1993,0,0,0,0
AN,23-06-2020,6,7,1914,0,0,0,0
AN,24-06-2020,12,8,1755,0,0,0,0
AN,25-06-2020,13,6,1655,0,0,0,0
AN,26-06-2020,25,8,1653,0,0,0,0
AN,27-06-2020,25,8,1531,0,0,0,0
AN,28-06-2020,35,8,1660,0,0,0,0
AN,29-06-2020,42,8,1899,0,0,0,0
AN,30-06-2020,47,5,1986,0,0,0,0
AN,01-07-2020,44,9,1988,0,0,0,0
AN,02-07-2020,51,10,2001,0,0,0,0
AN,03-07-2020,44,11,2043,0,0,0,0
AN,04-07-2020,47,23,1981,0,0,0,0
AN,05-07-2020,42,27,1815,0,0,0,0
AN,06-07-2020,51,29,1685,0,0,0,0
AN,07-07-2020,50,29,1672,0,0,0,0
AN,08-07-2020,49,24,1661,0,0,0,0
AN,09-07-2020,47,32,1574,0,0,0,0
AN,10-07-2020,40,38,1420,0,0,0,0
AN,11-07-2020,37,26,1483,0,0,0,0
AN,12-07-2020,38,28,1538,0,0,0,0
AN,13-07-2020,25,35,1514,0,0,0,0
AN,14-07-2020,24,55,1503,0,0,0,0
AN,15-07-2020,27,56,1418,0,0,0,0
AN,16-07-2020,24,50,1375,0,0,0,0
AN,17-07-2020,28,50,1375,0,0,0,0
AN,18-07-2020,32,53,1356,0,0,0,0
AN,19-07-2020,40,45,1457,1,0,0,0
AN,20-07-2020,41,42,1692,1,0,0,0
AN,21-07-2020,41,30,1758,1,0,0,0
AN,22-07-2020,45,33,1982,1,0,0,0
AN,23-07-2020,60,37,2083,1,0,0,0
AN,24-07-2020,75,32,2322,1,0,0,0
AN,25-07-2020,102,31,2294,1,0,0,0
AN,26-07-2020,115,35,2145,0,0,0,0
AN,27-07-2020,131,41,2247,0,1,0,0
AN,28-07-2020,151,37,2283,0,1,0,0
AN,29-07-2020,207,38,2174,0,2,0,0
AN,30-07-2020,230,31,2305,0,3,0,0
AN,31-07-2020,289,40,2295,0,5,0,0
AN,01-08-2020,346,50,2343,0,7,0,0
AN,02-08-2020,416,62,2531,0,8,0,0
AN,03-08-2020,492,71,2486,-1,9,0,0
AN,04-08-2020,565,81,2567,-1,11,0,0
AN,05-08-2020,599,125,2609,-1,12,0,0
AN,06-08-2020,653,154,2901,-1,13,0,0
AN,07-08-2020,674,211,2877,-1,14,0,0
AN,08-08-2020,715,274,2765,-1,13,0,0
AN,09-08-2020,756,406,2523,-1,12,0,0
AN,10-08-2020,795,446,2312,0,10,0,0
AN,11-08-2020,836,472,1963,0,9,0,0
AN,12-08-2020,873,503,1918,0,7,0,0
AN,13-08-2020,914,569,1457,0,6,0,0
AN,14-08-2020,964,607,1214,0,5,0,0
AN,15-08-2020,955,628,1136,0,4,0,0
AN,16-08-2020,909,578,1126,0,8,0,0
AN,17-08-2020,820,616,1326,0,9,0,0
AN,18-08-2020,765,672,1482,0,9,0,0
AN,19-08-2020,704,700,1559,0,9,0,0
AN,20-08-2020,643,714,1514,0,9,0,0
AN,21-08-2020,561,712,1444,0,8,0,0
AN,22-08-2020,502,725,1679,0,8,0,0
AN,23-08-2020,461,737,2049,0,5,0,0
AN,24-08-2020,459,767,1841,0,6,0,0
AN,25-08-2020,416,810,2145,0,7,0,0
AN,26-08-2020,381,780,2343,0,11,0,0
AN,27-08-2020,338,736,2343,0,11,0,0
AN,28-08-2020,303,700,2527,0,10,0,0
AN,29-08-2020,273,666,2519,0,12,0,0
AN,30-08-2020,244,623,2396,0,12,0,0
AN,31-08-2020,228,555,2972,0,11,0,0
AN,01-09-2020,215,483,4022,0,9,0,0
AN,02-09-2020,201,449,4490,0,6,0,0
AN,03-09-2020,205,449,5245,0,6,0,0
AN,04-09-2020,207,419,5725,0,7,0,0
AN,05-09-2020,211,385,6167,0,6,0,0
AN,06-09-2020,228,365,6531,0,5,0,0
AN,07-09-2020,227,350,6510,0,4,0,0
AN,08-09-2020,232,321,5935,0,4,0,0
AN,09-09-2020,240,320,5640,0,4,0,0
AN,10-09-2020,242,298,5717,0,3,0,0
AN,11-09-2020,237,294,5855,0,2,0,0
AN,12-09-2020,229,298,5996,0,1,0,0
AN,13-09-2020,214,292,6074,0,1,0,0
AN,14-09-2020,198,281,5992,0,2,0,0
AN,15-09-2020,182,283,5784,0,2,0,0
AN,16-09-2020,167,267,6018,0,1,0,0
AN,17-09-2020,139,257,6069,0,1,0,0
AN,18-09-2020,137,257,6355,0,1,0,0
AN,19-09-2020,123,234,6111,0,1,0,0
AN,20-09-2020,105,208,5983,0,1,0,0
AN,21-09-2020,116,191,6233,0,0,0,0
AN,22-09-2020,117,161,6022,0,0,0,0
AN,23-09-2020,119,149,5797,0,0,0,0
AN,24-09-2020,140,125,4131,0,0,0,0
AN,25-09-2020,128,114,5134,0,0,0,0
AN,26-09-2020,130,115,5378,0,0,0,0
AN,27-09-2020,143,102,5399,0,1,0,0
AN,28-09-2020,130,113,5123,0,1,0,0
AN,29-09-2020,130,108,5290,0,1,0,0
AN,30-09-2020,123,114,5172,0,1,0,0
AN,01-10-2020,104,120,6684,0,1,0,0
AN,02-10-2020,99,103,5268,0,1,0,0
AN,03-10-2020,94,91,5172,0,1,0,0
AN,04-10-2020,90,96,5442,0,0,0,0
AN,05-10-2020,96,77,5666,0,1,0,0
AN,06-10-2020,91,91,5655,0,1,0,0
AN,07-10-2020,100,88,6348,0,1,0,0
AN,08-10-2020,104,84,6568,0,2,0,0
AN,09-10-2020,118,93,6895,0,2,0,0
AN,10-10-2020,124,102,7233,0,2,0,0
AN,11-10-2020,121,115,7043,0,2,0,0
AN,12-10-2020,124,111,6923,0,1,0,0
AN,13-10-2020,124,104,6990,0,1,0,0
AN,14-10-2020,111,100,6513,0,1,0,0
AN,15-10-2020,110,110,6281,0,0,0,0
AN,16-10-2020,96,107,6031,0,1,0,0
AN,17-10-2020,91,104,5813,0,1,0,0
AN,18-10-2020,103,104,5884,0,1,0,0
AN,19-10-2020,103,122,6045,0,1,0,0
AN,20-10-2020,105,120,6420,0,1,0,0
AN,21-10-2020,122,117,6679,0,1,0,0
AN,22-10-2020,122,120,6776,0,2,0,0
AN,23-10-2020,135,114,7405,0,2,0,0
AN,24-10-2020,142,120,7603,0,2,0,0
AN,25-10-2020,137,115,7596,0,2,0,0
AN,26-10-2020,127,105,7138,0,2,0,0
AN,27-10-2020,133,117,7108,0,2,0,0
AN,28-10-2020,121,126,7075,0,2,0,0
AN,29-10-2020,121,117,7414,0,2,0,0
AN,30-10-2020,110,131,7021,0,1,0,0
AN,31-10-2020,107,132,6573,0,1,0,0
AN,01-11-2020,95,129,6933,0,2,0,0
AN,02-11-2020,99,135,7786,0,2,0,0
AN,03-11-2020,98,134,7941,0,2,0,0
AN,04-11-2020,100,124,8028,0,2,0,0
AN,05-11-2020,98,121,7924,0,1,0,0
AN,06-11-2020,103,118,8425,0,1,0,0
AN,07-11-2020,109,106,9150,0,1,0,0
AN,08-11-2020,110,109,9253,0,0,0,0
AN,09-11-2020,111,107,9124,0,0,0,0
AN,10-11-2020,105,102,8977,0,0,0,0
AN,11-11-2020,105,104,9027,0,0,0,0
AN,12-11-2020,104,107,8960,0,1,0,0
AN,13-11-2020,98,110,8571,0,1,0,0
AN,14-11-2020,86,109,8096,0,1,0,0
AN,15-11-2020,86,109,7922,0,1,0,0
AN,16-11-2020,94,107,8055,0,1,0,0
AN,17-11-2020,97,108,8420,0,1,0,0
AN,18-11-2020,99,111,8733,0,1,0,0
AN,19-11-2020,97,116,9193,0,0,0,0
AN,20-11-2020,99,104,9607,0,0,0,0
AN,21-11-2020,104,113,10269,0,0,0,0
AN,22-11-2020,105,110,10359,0,0,0,0
AN,23-11-2020,99,107,10574,0,0,0,0
AN,24-11-2020,93,101,10678,0,0,0,0
AN,25-11-2020,84,101,10765,0,0,0,0
AN,26-11-2020,78,93,10373,0,0,0,0
AN,27-11-2020,72,100,10440,0,0,0,0
AN,28-11-2020,67,90,10363,0,0,0,0
AN,29-11-2020,63,97,10819,0,0,0,0
AN,30-11-2020,54,97,10735,0,0,0,0
AN,01-12-2020,51,102,10756,0,0,0,0
AN,02-12-2020,46,104,10853,0,0,0,0
AN,03-12-2020,47,106,11190,0,0,0,0
AN,04-12-2020,53,103,11120,0,0,0,0
AN,05-12-2020,49,98,11317,0,0,0,0
AN,06-12-2020,54,87,11414,0,0,0,0
AN,07-12-2020,63,81,11572,0,0,0,0
AN,08-12-2020,60,81,11587,0,0,0,0
AN,09-12-2020,60,64,11617,0,0,0,0
AN,10-12-2020,62,55,11788,0,0,0,0
AN,11-12-2020,56,48,11854,0,0,0,0
AN,12-12-2020,58,49,12278,0,0,0,0
AN,13-12-2020,60,49,12678,0,0,0,0
AN,14-12-2020,61,50,12724,0,0,0,0
AN,15-12-2020,64,41,12787,0,0,0,0
AN,16-12-2020,67,51,12841,0,0,0,0
AN,17-12-2020,69,55,12884,0,0,0,0
AN,18-12-2020,71,53,13050,0,0,0,0
AN,19-12-2020,70,54,12895,0,0,0,0
AN,20-12-2020,63,59,13020,0,0,0,0
AN,21-12-2020,54,59,13160,0,1,0,0
AN,22-12-2020,51,61,13315,0,1,0,0
AN,23-12-2020,46,63,13424,0,1,0,0
AN,24-12-2020,41,68,13729,0,1,0,0
AN,25-12-2020,43,69,13626,0,1,0,0
AN,26-12-2020,37,70,12757,0,1,0,0
AN,27-12-2020,43,66,11874,0,1,0,0
AN,28-12-2020,41,63,11081,0,0,0,0
AN,29-12-2020,43,62,10675,0,0,0,0
AN,30-12-2020,45,59,9960,0,0,0,0
AN,31-12-2020,44,51,8884,0,0,0,0
AN,01-01-2021,34,49,8149,0,0,0,0
AN,02-01-2021,35,48,8147,0,0,0,0
AN,03-01-2021,24,48,8057,0,0,0,0
AN,04-01-2021,19,45,8214,0,0,0,0
AN,05-01-2021,13,45,7671,0,0,0,0
AN,06-01-2021,8,39,7725,0,0,0,0
AN,07-01-2021,13,38,8391,0,0,0,0
AN,08-01-2021,13,36,8575,0,0,0,0
AN,09-01-2021,12,36,8835,0,0,0,0
AN,10-01-2021,12,29,8764,0,0,0,0
AN,11-01-2021,15,36,9211,0,0,0,0
AN,12-01-2021,17,30,9744,0,0,0,0
AN,13-01-2021,20,32,10127,0,0,0,0
AN,14-01-2021,18,27,9774,0,0,0,0
AN,15-01-2021,20,29,9747,0,0,0,0
AN,16-01-2021,23,22,9961,0,0,225,0
AN,17-01-2021,23,21,10022,0,0,225,0
AN,18-01-2021,25,13,10060,0,0,442,0
AN,19-01-2021,23,11,9873,0,0,644,0
AN,20-01-2021,22,9,9701,0,0,644,0
AN,21-01-2021,15,13,9632,0,0,1032,0
AN,22-01-2021,13,12,9809,0,0,1466,0
AN,23-01-2021,11,12,9872,0,0,1773,0
AN,24-01-2021,10,12,9726,0,0,1794,0
AN,25-01-2021,6,20,9504,0,0,1927,0
AN,26-01-2021,5,20,9126,0,0,1725,0
AN,27-01-2021,3,22,8828,0,0,1741,0
AN,28-01-2021,3,20,9192,0,0,1624,0
AN,29-01-2021,2,20,9722,0,0,1261,0
AN,30-01-2021,1,21,9483,0,0,729,0
AN,31-01-2021,1,20,9670,0,0,708,0
AN,01-02-2021,0,15,9937,0,0,358,0
AN,02-02-2021,0,15,10726,0,0,358,0
AN,03-02-2021,0,10,11283,0,0,387,0
AN,04-02-2021,0,8,11504,0,0,282,0
AN,05-02-2021,3,5,11149,0,0,434,0
AN,06-02-2021,6,4,11721,0,0,434,0
AN,07-02-2021,7,4,11935,0,0,670,0
AN,08-02-2021,11,0,11791,0,0,670,0
AN,09-02-2021,13,0,11755,0,0,686,0
AN,10-02-2021,13,0,12072,0,0,641,0
AN,11-02-2021,13,0,11700,0,0,516,0
AN,12-02-2021,10,2,11998,0,0,293,0
AN,13-02-2021,9,6,12148,0,0,485,0
AN,14-02-2021,8,6,12217,0,0,249,0
AN,15-02-2021,4,6,11919,0,0,450,182
AN,16-02-2021,6,11,11698,0,0,434,182
AN,17-02-2021,7,12,11412,0,0,632,182
AN,18-02-2021,7,12,11885,0,0,893,495
AN,19-02-2021,7,14,12044,0,0,999,895
AN,20-02-2021,5,11,11468,0,0,1200,1306
AN,21-02-2021,5,11,11484,0,0,1200,1306
AN,22-02-2021,6,11,11762,0,0,1595,1688
AN,23-02-2021,3,6,11682,0,0,1718,1836
AN,24-02-2021,2,6,11316,0,0,1599,1936
AN,25-02-2021,2,8,10651,0,0,1687,1890
AN,26-02-2021,3,4,10177,0,0,1681,1527
AN,27-02-2021,4,3,9996,0,0,1288,1116
AN,28-02-2021,6,3,9726,0,0,1288,1116
AN,01-03-2021,5,3,9475,0,0,1139,686
AN,02-03-2021,4,3,9474,0,0,1347,571
AN,03-03-2021,6,2,9920,0,0,1268,471
AN,04-03-2021,8,1,10480,0,0,878,204
AN,05-03-2021,7,2,10619,0,0,2258,305
AN,06-03-2021,6,3,11228,0,0,2843,443
AN,07-03-2021,4,3,11542,0,0,3053,443
AN,08-03-2021,6,5,12156,0,0,3309,442
AN,09-03-2021,8,6,12299,0,0,3521,448
AN,10-03-2021,6,8,12077,0,0,3837,459
AN,11-03-2021,4,7,11656,0,0,4316,471
AN,12-03-2021,5,7,11726,0,0,3337,418
AN,13-03-2021,6,9,11904,0,0,2944,417
AN,14-03-2021,7,9,11801,0,0,2734,417
AN,15-03-2021,5,9,12139,0,0,2470,488
AN,16-03-2021,4,9,12335,0,0,2199,525
AN,17-03-2021,7,7,12346,0,0,1883,514
AN,18-03-2021,8,9,12543,0,0,1874,909
AN,19-03-2021,9,8,12695,0,0,1788,844
AN,20-03-2021,8,5,12225,0,0,1864,1065
AN,21-03-2021,8,5,12549,0,0,1864,1065
AN,22-03-2021,8,3,11684,0,0,1801,1343
AN,23-03-2021,7,5,11428,0,0,2119,1439
AN,24-03-2021,6,6,11379,0,0,2302,1506
AN,25-03-2021,6,5,11567,0,0,2275,1326
AN,26-03-2021,5,5,11486,0,0,2122,1363
AN,27-03-2021,6,6,11743,0,0,2204,1025
AN,28-03-2021,7,7,11427,0,0,2204,1025
AN,29-03-2021,13,7,11359,0,0,1828,543
AN,30-03-2021,42,4,11127,0,0,1729,607
AN,31-03-2021,42,3,11052,0,0,1546,540
AN,01-04-2021,42,6,10841,0,0,1831,371
AN,02-04-2021,41,7,10623,0,0,2030,-154
AN,03-04-2021,54,12,9898,0,0,2201,-130
AN,04-04-2021,63,14,10008,0,0,2844,-129
AN,05-04-2021,64,25,10133,0,0,3938,-82
AN,06-04-2021,42,34,10355,0,0,5029,-267
AN,07-04-2021,48,44,10617,0,0,6439,-258
AN,08-04-2021,65,47,10663,0,0,8188,-263
AN,09-04-2021,77,47,10670,0,0,10029,321
AN,10-04-2021,77,51,11577,0,0,11687,328
AN,11-04-2021,81,50,12007,0,0,13226,369
AN,12-04-2021,85,49,12212,0,0,16645,423
AN,13-04-2021,86,44,12820,0,0,21560,491
AN,14-04-2021,116,58,12950,0,1,26738,591
AN,15-04-2021,113,55,13366,0,1,29423,676
AN,16-04-2021,128,82,13818,0,1,33713,804
AN,17-04-2021,156,108,13955,0,2,37663,998
AN,18-04-2021,200,160,14253,0,2,39298,1267
AN,19-04-2021,220,162,14272,0,2,39150,1650
AN,20-04-2021,257,189,13950,0,2,35920,2105
AN,21-04-2021,243,198,14011,0,1,31244,2230
AN,22-04-2021,265,227,13418,0,2,28558,2521
AN,23-04-2021,280,248,13106,0,2,23790,2642
AN,24-04-2021,283,264,11855,0,2,19270,2731
AN,25-04-2021,275,267,10970,0,2,16508,2648
AN,26-04-2021,295,308,10981,0,2,13568,2456
AN,27-04-2021,298,319,11176,0,2,11482,2180
AN,28-04-2021,326,330,10247,0,3,10493,2205
AN,29-04-2021,348,334,10042,0,2,9040,1981
AN,30-04-2021,380,343,10301,0,2,8292,1916
AN,01-05-2021,432,363,10620,0,2,7240,1814
AN,02-05-2021,419,331,9951,0,3,6261,1633
AN,03-05-2021,434,330,9050,0,4,5309,1785
AN,04-05-2021,417,317,7745,0,4,4468,1824
AN,05-05-2021,407,322,7406,0,4,3920,2066
AN,06-05-2021,380,315,6532,0,5,3600,2231
AN,07-05-2021,362,329,5071,0,5,3209,2285
AN,08-05-2021,295,283,4322,0,6,3152,2342
AN,09-05-2021,283,290,3926,0,7,3158,2296
AN,10-05-2021,248,275,3508,0,8,3230,2201
AN,11-05-2021,245,270,3088,0,8,3276,2074
AN,12-05-2021,247,247,2965,0,10,3250,1803
AN,13-05-2021,255,255,2985,0,11,2811,1806
AN,14-05-2021,231,195,2920,0,13,2135,1452
AN,15-05-2021,227,211,2560,0,11,1882,1455
AN,16-05-2021,236,195,2741,0,12,1801,1465
AN,17-05-2021,240,204,2809,0,11,1685,1121
AN,18-05-2021,248,210,2879,0,14,1577,914
AN,19-05-2021,239,210,2793,0,14,1731,696
AN,20-05-2021,248,188,2887,0,13,3198,531
AN,21-05-2021,247,192,3128,0,13,3955,533
AN,22-05-2021,252,174,3544,0,16,4518,242
AN,23-05-2021,241,190,3591,0,15,4902,231
AN,24-05-2021,215,166,3294,0,15,4924,226
AN,25-05-2021,204,185,3332,0,14,5331,225
AN,26-05-2021,192,188,3335,0,13,5637,213
AN,27-05-2021,159,190,3179,0,13,4517,8
AN,28-05-2021,147,213,3005,0,15,4509,11
AN,29-05-2021,144,219,2924,0,12,4712,14
AN,30-05-2021,140,210,2723,0,11,4569,14
AN,31-05-2021,152,224,3217,0,11,4646,29
AN,01-06-2021,140,201,3621,0,12,4692,32
AN,02-06-2021,142,208,3683,0,11,4382,36
AN,03-06-2021,153,229,3958,0,10,4454,41
AN,04-06-2021,152,222,4132,0,8,4197,44
AN,05-06-2021,141,216,4221,0,9,3647,56
AN,06-06-2021,135,211,4586,0,8,3413,56
AN,07-06-2021,126,193,4660,0,8,3392,69
AN,08-06-2021,136,190,4747,0,7,3060,90
AN,09-06-2021,125,171,5103,0,6,2882,97
AN,10-06-2021,127,153,5206,0,6,3086,102
AN,11-06-2021,145,132,5670,0,4,3331,113
AN,12-06-2021,138,120,5839,0,4,3725,126
AN,13-06-2021,142,131,5960,0,4,3719,126
AN,14-06-2021,138,122,5917,0,3,4148,118
AN,15-06-2021,126,114,5858,0,1,4658,114
AN,16-06-2021,138,127,5878,0,2,5297,126
AN,17-06-2021,138,131,5888,0,2,5343,142
AN,18-06-2021,130,144,5389,0,2,5527,141
AN,19-06-2021,151,166,5373,0,1,5510,149
AN,20-06-2021,145,152,5235,0,1,5510,149
AN,21-06-2021,146,157,5439,0,1,5332,152
AN,22-06-2021,145,146,5663,0,1,7180,166
AN,23-06-2021,132,131,5642,0,0,10119,178
AN,24-06-2021,105,110,5617,0,0,14071,330
AN,25-06-2021,78,117,5676,0,0,17930,386
AN,26-06-2021,52,103,5532,0,0,22140,804
AN,27-06-2021,49,89,5719,0,0,23821,809
AN,28-06-2021,47,95,5591,0,1,26548,1915
AN,29-06-2021,41,101,5596,0,1,28335,2986
AN,30-06-2021,29,98,5396,0,1,27858,4232
AN,01-07-2021,29,94,5544,0,1,23807,5426
AN,02-07-2021,34,80,5555,0,1,20049,7041
AN,03-07-2021,32,65,5832,0,1,15994,8472
AN,04-07-2021,27,67,5828,0,1,14323,8867
AN,05-07-2021,20,53,5946,0,0,11794,11831
AN,06-07-2021,21,47,5854,0,0,8353,16546
AN,07-07-2021,24,41,6175,0,0,5905,20706
AN,08-07-2021,23,43,6074,0,0,5980,24158
AN,09-07-2021,17,27,6156,0,0,5744,28786
AN,10-07-2021,14,22,6189,0,1,6790,31747
AN,11-07-2021,10,19,5971,0,1,7001,31543
AN,12-07-2021,11,16,5991,0,1,8031,32903
AN,13-07-2021,9,15,6042,0,1,12988,31169
AN,14-07-2021,8,10,5875,0,1,14639,29141
AN,15-07-2021,9,8,6061,0,1,15493,27124
AN,16-07-2021,13,8,6312,0,1,15803,23280
AN,17-07-2021,14,9,6718,0,0,14553,20679
AN,18-07-2021,18,13,7224,0,0,14462,20589
AN,19-07-2021,23,13,7554,0,0,13396,17373
AN,20-07-2021,22,12,7643,0,0,9768,15285
AN,21-07-2021,22,15,7799,0,0,7146,11924
AN,22-07-2021,24,18,7539,0,0,8229,11178
AN,23-07-2021,20,19,7576,0,0,10271,10283
AN,24-07-2021,19,21,7359,0,0,12045,9278
AN,25-07-2021,19,20,7085,0,0,12476,9253
AN,26-07-2021,14,19,7218,0,0,13357,8342
AN,27-07-2021,12,19,7489,0,0,13834,7324
AN,28-07-2021,10,21,7562,0,0,17084,7963
AN,29-07-2021,9,18,8041,0,0,16969,6565
AN,30-07-2021,10,19,8153,0,0,15878,5629
AN,31-07-2021,12,18,8243,0,0,16978,5085
AN,01-08-2021,10,18,8467,0,0,16463,5075
AN,02-08-2021,9,17,8263,0,0,15496,4273
AN,03-08-2021,10,16,8598,0,0,13578,3725
AN,04-08-2021,10,13,8686,0,0,11329,3607
AN,05-08-2021,7,13,8883,0,0,9482,3336
AN,06-08-2021,6,10,9243,0,0,8303,2980
AN,07-08-2021,7,9,9338,0,0,5326,2689
AN,08-08-2021,7,7,9352,0,0,5333,2639
AN,09-08-2021,7,8,9395,0,0,5475,2444
AN,10-08-2021,8,7,9096,0,0,5418,2458
AN,11-08-2021,7,5,9114,0,0,6743,2330
AN,12-08-2021,7,5,8908,0,0,10306,2428
AN,13-08-2021,7,7,8648,0,0,13982,2662
AN,14-08-2021,4,8,8673,0,0,17687,3036
AN,15-08-2021,2,9,8488,0,0,17852,3033
AN,16-08-2021,3,7,8834,0,0,18563,3213
AN,17-08-2021,1,7,9383,0,0,18848,3288
AN,18-08-2021,2,6,10401,0,0,17340,3766
AN,19-08-2021,5,6,11288,0,0,12963,3305
AN,20-08-2021,8,4,11876,0,0,9876,3152
AN,21-08-2021,9,2,12644,0,0,5785,2868
AN,22-08-2021,9,1,12900,0,0,5703,2867
AN,23-08-2021,10,1,13244,0,0,7028,3462
AN,24-08-2021,11,2,13511,0,0,8788,3735
AN,25-08-2021,10,5,13467,0,0,10878,3770
AN,26-08-2021,7,8,13393,0,0,13062,4199
AN,27-08-2021,4,9,13545,0,0,13427,4351
AN,28-08-2021,3,9,13344,0,0,13125,3855
AN,29-08-2021,7,10,14141,0,0,15827,4679
AN,30-08-2021,6,11,13981,0,0,14161,3766
AN,31-08-2021,6,10,13824,0,0,12872,3730
AN,01-09-2021,6,7,13678,0,0,11412,3348
AN,02-09-2021,7,4,13627,0,0,10449,3520
AN,03-09-2021,10,4,13228,0,0,9515,3504
AN,04-09-2021,12,8,13186,0,0,10535,4214
AN,05-09-2021,8,7,13035,0,0,7734,3388
AN,06-09-2021,7,6,13342,0,0,7252,4184
AN,07-09-2021,7,6,13494,0,0,6720,4313
AN,08-09-2021,10,7,13381,0,0,6643,4583
AN,09-09-2021,10,10,13602,0,0,6889,5113
AN,10-09-2021,9,11,13890,0,0,7131,5288
AN,11-09-2021,8,7,13914,0,0,7365,5812
AN,12-09-2021,10,7,13708,0,0,9165,6167
AN,13-09-2021,12,10,13151,0,0,10005,6010
AN,14-09-2021,19,11,13502,0,0,10809,7021
AN,15-09-2021,16,12,13882,0,0,13205,8530
AN,16-09-2021,18,10,14122,0,0,12508,9915
AN,17-09-2021,17,10,14627,0,0,15363,12496
AN,18-09-2021,18,12,15277,0,0,15654,15761
AN,19-09-2021,18,14,16141,0,0,14955,16987
AN,20-09-2021,18,11,17372,0,0,13699,19618
AN,21-09-2021,15,13,17337,0,0,12161,21826
AN,22-09-2021,23,16,17274,0,0,8738,22962
AN,23-09-2021,21,19,17298,0,0,8220,22491
AN,24-09-2021,21,19,17367,0,0,4556,20903
AN,25-09-2021,20,18,16913,0,0,3321,18247
AN,26-09-2021,18,18,15880,0,0,2210,16715
AN,27-09-2021,17,21,14539,0,0,2117,14768
AN,28-09-2021,13,19,13561,0,0,1962,11699
AN,29-09-2021,5,16,13048,0,0,1932,9691
AN,30-09-2021,5,13,12576,0,0,1874,8684
AN,01-10-2021,4,12,12249,0,0,1798,8078
AN,02-10-2021,4,11,11976,0,0,1505,6294
AN,03-10-2021,5,9,12041,0,0,1476,6240
AN,04-10-2021,5,6,12042,0,0,1414,7375
AN,05-10-2021,6,8,12379,0,0,1407,8560
AN,06-10-2021,7,6,12484,0,0,1383,9429
AN,07-10-2021,8,6,12280,0,0,1325,10223
AN,08-10-2021,8,6,11610,0,0,1257,10783
AN,09-10-2021,10,8,11517,0,0,1408,12319
AN,10-10-2021,10,9,11333,0,0,1429,12400
AN,11-10-2021,10,10,11400,0,0,1387,11157
AN,12-10-2021,9,10,11268,0,0,1313,10758
AN,13-10-2021,10,11,11082,0,0,1220,9139
AN,14-10-2021,11,12,10865,0,0,1149,8810
AN,15-10-2021,12,13,10839,0,0,970,7302
AN,16-10-2021,9,11,10051,0,0,914,8140
AN,17-10-2021,9,11,9989,0,0,894,8058
AN,18-10-2021,8,11,9782,0,0,849,9389
AN,19-10-2021,11,11,9650,0,0,799,9983
AN,20-10-2021,9,11,9516,0,0,602,9406
