statecode,dates,confirmed,recovered,tested,other,deceased,vaccinated1,vaccinated2
GA,17-01-2021,549,494,11543,0,9,426,0
GA,18-01-2021,567,494,11447,0,7,426,0
GA,19-01-2021,587,515,11727,0,7,426,0
GA,20-01-2021,578,521,11587,0,6,426,0
GA,21-01-2021,530,508,11497,0,5,426,0
GA,22-01-2021,520,527,11486,0,5,946,0
GA,23-01-2021,522,521,11751,0,5,1135,0
GA,24-01-2021,515,564,11681,0,5,1135,0
GA,25-01-2021,519,611,11992,0,6,1370,0
GA,26-01-2021,477,558,11213,0,7,1370,0
GA,27-01-2021,443,564,10826,0,7,1885,0
GA,28-01-2021,473,562,10953,0,8,2456,0
GA,29-01-2021,481,585,10879,0,8,2445,0
GA,30-01-2021,489,598,10826,0,5,2556,0
GA,31-01-2021,489,556,11060,0,7,2556,0
GA,01-02-2021,492,529,11027,0,6,2713,0
GA,02-02-2021,528,529,11868,0,5,3626,0
GA,03-02-2021,538,509,12227,0,5,4015,0
GA,04-02-2021,532,513,12290,0,5,4311,0
GA,05-02-2021,510,488,12087,0,4,4548,0
GA,06-02-2021,482,468,11714,0,4,4140,0
GA,07-02-2021,471,456,11335,0,4,4140,0
GA,08-02-2021,468,455,11261,0,4,3843,0
GA,09-02-2021,421,491,10449,0,6,3507,0
GA,10-02-2021,430,485,10415,0,8,3635,0
GA,11-02-2021,396,488,10111,0,6,4198,0
GA,12-02-2021,379,537,10264,0,7,5010,0
GA,13-02-2021,355,532,10171,0,8,4909,517
GA,14-02-2021,355,563,10218,0,7,4909,517
GA,15-02-2021,338,537,10149,0,9,4814,517
GA,16-02-2021,327,505,10252,0,10,4218,354
GA,17-02-2021,301,480,10137,0,10,3731,354
GA,18-02-2021,308,472,9969,0,10,2471,356
GA,19-02-2021,314,401,10031,0,10,1437,634
GA,20-02-2021,330,412,10406,0,9,1904,596
GA,21-02-2021,327,377,10393,0,8,1904,596
GA,22-02-2021,316,371,10226,0,6,2376,752
GA,23-02-2021,325,346,10394,0,4,2657,926
GA,24-02-2021,331,342,10428,0,3,3049,1205
GA,25-02-2021,350,324,10594,0,5,4013,1562
GA,26-02-2021,405,309,10775,0,7,4336,1438
GA,27-02-2021,409,297,10572,0,7,3652,959
GA,28-02-2021,424,298,10745,0,8,3652,959
GA,01-03-2021,435,307,10860,0,9,5080,1052
GA,02-03-2021,425,314,10638,0,8,7396,1928
GA,03-03-2021,443,321,10696,0,7,9789,2412
GA,04-03-2021,441,326,10629,0,7,12598,3091
GA,05-03-2021,420,327,10423,0,5,15134,3838
GA,06-03-2021,429,322,10366,0,5,18011,4246
GA,07-03-2021,423,337,10307,0,4,18018,4246
GA,08-03-2021,437,385,10403,0,3,19540,4318
GA,09-03-2021,465,378,10418,0,6,20154,3847
GA,10-03-2021,464,393,10192,0,6,20266,3848
GA,11-03-2021,464,394,10405,0,5,17603,3758
GA,12-03-2021,467,392,10525,0,5,18195,4212
GA,13-03-2021,490,417,10490,0,6,18958,4134
GA,14-03-2021,508,440,10635,0,7,18951,4134
GA,15-03-2021,543,392,10725,0,8,20617,4376
GA,16-03-2021,562,424,10722,0,9,22587,4340
GA,17-03-2021,566,426,10849,0,10,21959,4002
GA,18-03-2021,595,428,10734,0,10,23010,3243
GA,19-03-2021,613,448,10955,0,11,21789,2422
GA,20-03-2021,674,434,11231,0,10,20798,2567
GA,21-03-2021,706,430,11356,0,12,20798,2567
GA,22-03-2021,702,449,11443,0,11,18584,2583
GA,23-03-2021,741,434,11778,0,10,16009,2489
GA,24-03-2021,808,448,11933,0,9,15736,2700
GA,25-03-2021,899,473,12460,0,9,15829,3022
GA,26-03-2021,912,524,12635,0,8,15513,3175
GA,27-03-2021,928,537,13342,0,9,15339,2873
GA,28-03-2021,961,562,13674,0,8,15339,2873
GA,29-03-2021,1004,582,13690,0,10,13209,2432
GA,30-03-2021,998,660,13293,0,8,13293,3527
GA,31-03-2021,1058,649,13872,0,9,12829,3909
GA,01-04-2021,1134,687,14293,0,9,13984,4474
GA,02-04-2021,1301,657,14199,0,9,19927,5176
GA,03-04-2021,1350,739,13782,0,10,20239,5859
GA,04-04-2021,1484,802,14072,0,9,22315,6131
GA,05-04-2021,1603,843,14661,0,9,25066,7357
GA,06-04-2021,1863,802,15966,0,9,25889,7245
GA,07-04-2021,2190,878,16253,0,10,27123,7304
GA,08-04-2021,2507,881,16848,0,11,27529,7442
GA,09-04-2021,2655,959,17580,0,13,23991,7898
GA,10-04-2021,2976,975,18478,0,12,28380,8934
GA,11-04-2021,3236,978,18926,0,13,33096,9128
GA,12-04-2021,3465,1067,19157,0,13,36893,10170
GA,13-04-2021,3640,1208,18855,0,15,37067,9701
GA,14-04-2021,3586,1315,18452,0,17,43082,9964
GA,15-04-2021,3761,1390,17957,0,20,45501,12265
GA,16-04-2021,4260,1513,18385,0,23,49321,13599
GA,17-04-2021,4482,1782,18919,0,26,51431,14593
GA,18-04-2021,4908,2143,19670,0,35,51129,15058
GA,19-04-2021,5372,2340,20119,0,50,50330,15366
GA,20-04-2021,5970,2544,21209,0,73,54057,17750
GA,21-04-2021,6999,2725,23062,0,86,50755,18865
GA,22-04-2021,7652,3004,24257,0,102,50637,17650
GA,23-04-2021,8145,3318,24075,0,108,47844,16859
GA,24-04-2021,8923,3367,25114,0,121,45776,16306
GA,25-04-2021,10265,3494,27804,0,134,43085,16347
GA,26-04-2021,11646,3778,31850,0,155,43436,15807
GA,27-04-2021,12596,4086,33801,0,160,43942,14922
GA,28-04-2021,14195,4499,37730,0,167,44533,14355
GA,29-04-2021,15804,4952,39734,0,182,45233,14081
GA,30-04-2021,17408,5311,43484,0,192,46689,13342
GA,01-05-2021,18171,6136,44848,0,229,44641,11851
GA,02-05-2021,17908,6733,43696,0,257,43106,11164
GA,03-05-2021,18290,7446,42937,0,265,40228,10054
GA,04-05-2021,18994,8568,43941,0,286,36108,8912
GA,05-05-2021,19389,9921,42692,0,333,32807,8490
GA,06-05-2021,20239,11030,44300,0,355,30272,8307
GA,07-05-2021,21410,12250,45713,0,389,27340,8643
GA,08-05-2021,22858,13965,47931,0,390,26148,9567
GA,09-05-2021,23461,15788,48808,0,405,25435,9730
GA,10-05-2021,23562,16730,48902,0,409,24951,10340
GA,11-05-2021,23872,17335,50855,0,432,24754,11195
GA,12-05-2021,23241,17983,51006,0,431,25151,11518
GA,13-05-2021,21863,18226,50572,0,436,25923,11573
GA,14-05-2021,20123,19011,49171,0,441,26755,11288
GA,15-05-2021,18329,19498,46627,0,444,31760,11194
GA,16-05-2021,17010,20213,44833,0,420,32579,10797
GA,17-05-2021,15768,21854,42991,0,423,34981,9223
GA,18-05-2021,14002,22499,38384,0,393,38320,7286
GA,19-05-2021,12346,21819,35337,0,354,42175,5576
GA,20-05-2021,11437,23247,32834,0,335,45942,3728
GA,21-05-2021,10607,23362,31128,0,304,49471,2111
GA,22-05-2021,10297,22543,30138,0,285,49005,463
GA,23-05-2021,10604,21295,30829,0,284,48291,436
GA,24-05-2021,10443,19649,30527,0,269,48125,362
GA,25-05-2021,10634,18611,31673,0,263,47003,321
GA,26-05-2021,10912,17814,32415,0,271,45332,281
GA,27-05-2021,10834,15677,33785,0,266,42128,268
GA,28-05-2021,10264,13998,33587,0,268,39403,250
GA,29-05-2021,9580,12511,33282,0,256,37296,302
GA,30-05-2021,8604,11629,31956,0,242,38501,296
GA,31-05-2021,7805,11092,30997,0,228,37252,391
GA,01-06-2021,7159,10787,30673,0,211,35872,475
GA,02-06-2021,6378,11135,29773,0,194,34061,618
GA,03-06-2021,5446,11273,27153,0,172,34034,783
GA,04-06-2021,4967,11037,26374,0,157,35869,1049
GA,05-06-2021,4571,11264,26229,0,147,40869,1285
GA,06-06-2021,4329,11050,26009,0,135,44628,1304
GA,07-06-2021,4145,10320,25750,0,191,51131,1396
GA,08-06-2021,3715,9495,24144,0,188,56958,1503
GA,09-06-2021,3465,8331,23586,0,184,61419,1535
GA,10-06-2021,3306,7220,23553,0,181,63103,1575
GA,11-06-2021,3153,6879,23066,0,172,60688,1579
GA,12-06-2021,3058,6047,22213,0,170,56115,1593
GA,13-06-2021,3075,5179,22193,0,168,66707,1596
GA,14-06-2021,2910,4804,21143,0,97,74784,2010
GA,15-06-2021,2764,4400,21149,0,88,82535,2106
GA,16-06-2021,2618,4281,20580,0,83,88740,2260
GA,17-06-2021,2459,4162,20235,0,78,97613,2464
GA,18-06-2021,2351,3877,20656,0,76,109378,2669
GA,19-06-2021,2181,3695,20847,0,70,122807,2940
GA,20-06-2021,1968,3520,20287,0,62,118365,2994
GA,21-06-2021,1933,3213,21268,0,60,114604,2839
GA,22-06-2021,1909,3103,22459,0,61,110741,3386
GA,23-06-2021,1839,3065,23016,0,53,108916,3797
GA,24-06-2021,1814,2858,23659,0,53,104518,4479
GA,25-06-2021,1721,2601,22845,0,52,102149,5476
GA,26-06-2021,1654,2475,22379,0,48,102057,7012
GA,27-06-2021,1662,2370,23057,0,49,103665,7870
GA,28-06-2021,1582,2283,22868,0,49,106710,9812
GA,29-06-2021,1492,2131,22645,0,40,111779,11532
GA,30-06-2021,1492,1942,23706,0,41,116200,13573
GA,01-07-2021,1494,1905,24482,0,38,114468,15072
GA,02-07-2021,1455,1913,24976,0,35,109602,17292
GA,03-07-2021,1389,1827,25486,0,37,104523,20017
GA,04-07-2021,1338,1728,26975,0,34,97172,21835
GA,05-07-2021,1330,1683,28467,0,29,89390,25378
GA,06-07-2021,1374,1627,29909,0,31,79906,27516
GA,07-07-2021,1326,1622,30725,0,28,71414,30510
GA,08-07-2021,1290,1577,31049,0,26,68323,32172
GA,09-07-2021,1327,1480,31866,0,26,67153,35174
GA,10-07-2021,1313,1456,33144,0,26,64445,38400
GA,11-07-2021,1280,1495,32732,0,24,65216,40390
GA,12-07-2021,1258,1400,31871,0,22,65247,41546
GA,13-07-2021,1165,1368,30623,0,22,68017,43410
GA,14-07-2021,1200,1343,31252,0,19,65675,43197
GA,15-07-2021,1131,1301,30619,0,16,64356,44038
GA,16-07-2021,1031,1349,30532,0,18,60949,42703
GA,17-07-2021,1035,1318,30504,0,14,58453,42453
GA,18-07-2021,1024,1296,30847,0,14,53870,40682
GA,19-07-2021,1015,1335,30993,0,14,49942,38866
GA,20-07-2021,983,1294,31547,0,12,42722,37780
GA,21-07-2021,887,1245,30323,0,17,40131,36890
GA,22-07-2021,858,1240,30013,0,21,39421,37215
GA,23-07-2021,811,1143,28614,0,20,39220,37938
GA,24-07-2021,796,1204,29842,0,17,37449,36857
GA,25-07-2021,751,1134,28750,0,21,37964,36782
GA,26-07-2021,742,1016,29027,0,25,38043,36424
GA,27-07-2021,758,1010,28869,0,27,38165,34588
GA,28-07-2021,708,1015,28652,0,24,39648,33884
GA,29-07-2021,701,979,28775,0,21,40180,31885
GA,30-07-2021,780,974,30066,0,20,41028,29574
GA,31-07-2021,730,889,28849,0,21,44801,27084
GA,01-08-2021,714,845,28935,0,16,44129,25815
GA,02-08-2021,714,810,29379,0,14,42327,23779
GA,03-08-2021,667,786,29171,0,12,41351,22853
GA,04-08-2021,696,749,29732,0,11,39490,21426
GA,05-08-2021,708,744,31788,0,12,36876,20738
GA,06-08-2021,653,743,32151,0,11,35169,20552
GA,07-08-2021,668,708,32903,0,12,29363,22459
GA,08-08-2021,678,690,34236,0,12,28566,23776
GA,09-08-2021,649,766,33701,0,14,28382,25371
GA,10-08-2021,689,733,34301,0,12,27873,27472
GA,11-08-2021,682,706,34587,0,11,27659,29482
GA,12-08-2021,668,694,33884,0,10,27327,30666
GA,13-08-2021,638,662,34887,0,11,26081,32212
GA,14-08-2021,617,689,34777,0,9,25429,34848
GA,15-08-2021,623,687,34770,0,11,24936,34719
GA,16-08-2021,624,635,35545,0,12,24342,35388
GA,17-08-2021,598,644,36314,0,13,23914,35245
GA,18-08-2021,575,664,36518,0,14,23953,35208
GA,19-08-2021,570,647,37509,0,14,24315,35496
GA,20-08-2021,623,660,36219,0,14,24286,34602
GA,21-08-2021,657,651,36286,0,16,23710,33955
GA,22-08-2021,658,657,35280,0,14,23536,33796
GA,23-08-2021,653,641,35202,0,10,23288,33382
GA,24-08-2021,674,617,34283,0,9,23210,33798
GA,25-08-2021,671,609,33991,0,9,22944,33774
GA,26-08-2021,680,621,33261,0,11,22975,34493
GA,27-08-2021,640,602,34505,0,9,22870,36106
GA,28-08-2021,629,583,33703,0,9,18011,27947
GA,29-08-2021,627,571,35543,0,10,22646,40027
GA,30-08-2021,629,609,35362,0,12,21608,41928
GA,31-08-2021,598,638,35746,0,15,20781,43952
GA,01-09-2021,616,645,35886,0,15,20026,45648
GA,02-09-2021,620,646,37153,0,11,18974,46136
GA,03-09-2021,644,671,36302,0,12,17930,45412
GA,04-09-2021,630,650,37582,0,10,20798,52183
GA,05-09-2021,628,660,37262,0,13,15826,43324
GA,06-09-2021,636,622,37241,0,12,15041,44247
GA,07-09-2021,605,619,36711,0,9,13908,44810
GA,08-09-2021,596,619,37329,0,10,12964,45372
GA,09-09-2021,579,604,36085,0,10,12700,46400
GA,10-09-2021,520,565,35315,0,11,10781,41209
GA,11-09-2021,452,586,32301,0,13,7936,34531
GA,12-09-2021,418,571,29604,0,9,7945,34399
GA,13-09-2021,405,581,29000,0,7,7884,34919
GA,14-09-2021,440,568,30443,0,9,8279,34942
GA,15-09-2021,442,521,28333,0,77,8670,36617
GA,16-09-2021,458,560,27892,0,77,9047,40241
GA,17-09-2021,521,554,29010,0,76,11824,53948
GA,18-09-2021,615,543,31692,0,76,14801,71149
GA,19-09-2021,661,548,33193,0,77,15120,75489
GA,20-09-2021,692,506,33577,0,78,15986,82071
GA,21-09-2021,690,443,32049,0,78,16792,88236
GA,22-09-2021,704,446,34377,0,8,17496,94939
GA,23-09-2021,689,404,35319,0,8,17621,97162
GA,24-09-2021,665,422,34282,0,9,17400,95870
GA,25-09-2021,607,425,34029,0,7,17601,95153
GA,26-09-2021,597,444,34703,0,9,17646,94804
GA,27-09-2021,562,502,34635,0,8,17563,93774
GA,28-09-2021,545,587,35085,0,11,17180,91975
GA,29-09-2021,526,631,34389,0,15,16500,86948
GA,30-09-2021,559,662,33510,0,17,15867,83065
GA,01-10-2021,559,668,33887,0,18,15407,81119
GA,02-10-2021,573,687,33207,0,18,14081,74168
GA,03-10-2021,543,674,31413,0,14,13657,71996
GA,04-10-2021,536,652,31405,0,17,12767,67866
GA,05-10-2021,532,604,30522,0,14,12017,64982
GA,06-10-2021,546,594,30049,0,10,11443,62013
GA,07-10-2021,493,561,28774,0,9,10979,59896
GA,08-10-2021,465,547,28740,0,8,10159,56812
GA,09-10-2021,446,518,28702,0,9,9989,56437
GA,10-10-2021,475,526,30836,0,12,9702,54896
GA,11-10-2021,467,539,31031,0,10,9181,52914
GA,12-10-2021,461,554,30317,0,10,8867,50681
GA,13-10-2021,424,533,29324,0,11,8709,49649
GA,14-10-2021,432,520,29345,0,12,8508,48378
GA,15-10-2021,430,516,28416,0,14,7689,43632
GA,16-10-2021,422,529,27946,0,16,7184,41958
GA,17-10-2021,409,498,26523,0,17,6901,40718
GA,18-10-2021,431,458,26181,0,20,6719,40565
GA,19-10-2021,431,433,26828,0,22,6396,39091
GA,20-10-2021,418,452,28042,0,21,6161,38534
GA,21-10-2021,409,448,28220,0,22,6028,38518
GA,22-10-2021,409,439,28259,0,18,6498,41872
GA,23-10-2021,390,410,27495,0,16,6587,42446
GA,24-10-2021,364,411,26292,0,12,6588,42429
GA,25-10-2021,336,413,25792,0,8,6471,41821
GA,26-10-2021,287,416,24537,0,8,6677,42752
GA,27-10-2021,263,397,22730,0,9,6729,42181
GA,28-10-2021,251,426,21154,0,6,6760,42058
GA,29-10-2021,244,427,20000,0,6,6679,40557
GA,30-10-2021,233,419,19231,0,6,6483,38874
GA,31-10-2021,222,409,19026,0,6,8418,46494
GJ,19-03-2020,2,0,0,0,0,0,0
GJ,20-03-2020,7,0,0,0,0,0,0
GJ,21-03-2020,14,0,0,0,0,0,0
GJ,22-03-2020,18,0,0,0,0,0,0
GJ,23-03-2020,30,0,0,0,0,0,0
GJ,24-03-2020,36,0,0,0,0,0,0
GJ,25-03-2020,38,0,0,0,0,0,0
GJ,26-03-2020,42,0,0,0,0,0,0
GJ,27-03-2020,40,0,0,0,0,0,0
GJ,28-03-2020,41,0,0,0,0,0,0
GJ,29-03-2020,45,1,0,0,5,0,0
GJ,30-03-2020,40,3,0,0,6,0,0
GJ,31-03-2020,38,5,0,0,6,0,0
GJ,01-04-2020,49,5,0,0,6,0,0
GJ,02-04-2020,44,10,0,0,7,0,0
GJ,03-04-2020,48,10,0,0,9,0,0
GJ,04-04-2020,53,13,0,0,10,0,0
GJ,05-04-2020,65,20,0,0,6,0,0
GJ,06-04-2020,76,19,0,0,6,0,0
GJ,07-04-2020,101,20,0,0,8,0,0
GJ,08-04-2020,99,20,4224,0,10,0,0
GJ,09-04-2020,174,16,4224,0,11,0,0
GJ,10-04-2020,283,23,7718,0,10,0,0
GJ,11-04-2020,360,31,9763,0,12,0,0
GJ,12-04-2020,388,23,11715,0,13,0,0
GJ,13-04-2020,426,32,14251,0,14,0,0
GJ,14-04-2020,475,34,14980,0,14,0,0
GJ,15-04-2020,580,39,14973,0,17,0,0
GJ,16-04-2020,667,47,16679,0,18,0,0
GJ,17-04-2020,721,53,15765,0,22,0,0
GJ,18-04-2020,908,49,16339,0,31,0,0
GJ,19-04-2020,1227,61,17389,0,39,0,0
GJ,20-04-2020,1367,77,19065,0,45,0,0
GJ,21-04-2020,1528,80,21849,0,62,0,0
GJ,22-04-2020,1641,115,20224,0,70,0,0
GJ,23-04-2020,1695,185,21481,0,76,0,0
GJ,24-04-2020,1716,179,23260,0,86,0,0
GJ,25-04-2020,1695,189,22213,0,80,0,0
GJ,26-04-2020,1558,208,21987,0,88,0,0
GJ,27-04-2020,1609,263,20259,0,91,0,0
GJ,28-04-2020,1596,295,19272,0,91,0,0
GJ,29-04-2020,1675,348,20067,0,94,0,0
GJ,30-04-2020,1771,355,21623,0,102,0,0
GJ,01-05-2020,1906,471,22031,0,109,0,0
GJ,02-05-2020,1983,614,25801,0,129,0,0
GJ,03-05-2020,2127,729,28969,0,139,0,0
GJ,04-05-2020,2256,801,31073,0,157,0,0
GJ,05-05-2020,2471,947,33531,0,187,0,0
GJ,06-05-2020,2543,973,35703,0,199,0,0
GJ,07-05-2020,2618,1096,36546,0,211,0,0
GJ,08-05-2020,2682,1136,36612,0,213,0,0
GJ,09-05-2020,2743,1195,35534,0,210,0,0
GJ,10-05-2020,2767,1503,33433,0,203,0,0
GJ,11-05-2020,2738,1585,31822,0,194,0,0
GJ,12-05-2020,2659,1865,29904,0,169,0,0
GJ,13-05-2020,2643,2062,27106,0,170,0,0
GJ,14-05-2020,2579,2044,24155,0,161,0,0
GJ,15-05-2020,2529,2163,22473,0,157,0,0
GJ,16-05-2020,3192,2217,28757,0,153,0,0
GJ,17-05-2020,3185,1954,30107,0,166,0,0
GJ,18-05-2020,3204,2024,32354,0,181,0,0
GJ,19-05-2020,3237,1797,35138,0,182,0,0
GJ,20-05-2020,3271,1657,38475,0,183,0,0
GJ,21-05-2020,3318,1735,41444,0,187,0,0
GJ,22-05-2020,3341,1845,44703,0,196,0,0
GJ,23-05-2020,2680,1861,39661,0,204,0,0
GJ,24-05-2020,2683,1913,39268,0,199,0,0
GJ,25-05-2020,2722,1832,37537,0,194,0,0
GJ,26-05-2020,2688,2094,34639,0,196,0,0
GJ,27-05-2020,2666,2328,33091,0,189,0,0
GJ,28-05-2020,2662,2513,31896,0,187,0,0
GJ,29-05-2020,2671,2729,28919,0,178,0,0
GJ,30-05-2020,2687,3061,27712,0,178,0,0
GJ,31-05-2020,2731,3507,29062,0,180,0,0
GJ,01-06-2020,2749,4144,29897,0,175,0,0
GJ,02-06-2020,2803,4757,32297,0,177,0,0
GJ,03-06-2020,2912,4665,34035,0,184,0,0
GJ,04-06-2020,3037,4666,35873,0,195,0,0
GJ,05-06-2020,3175,4402,38430,0,210,0,0
GJ,06-06-2020,3261,4094,39826,0,212,0,0
GJ,07-06-2020,3303,3724,39756,0,211,0,0
GJ,08-06-2020,3357,3184,40031,0,217,0,0
GJ,09-06-2020,3412,2479,39977,0,221,0,0
GJ,10-06-2020,3437,2531,38506,0,225,0,0
GJ,11-06-2020,3458,2442,39003,0,230,0,0
GJ,12-06-2020,3443,2490,38226,0,226,0,0
GJ,13-06-2020,3462,2567,38017,0,230,0,0
GJ,14-06-2020,3493,2690,36879,0,229,0,0
GJ,15-06-2020,3530,2708,36620,0,226,0,0
GJ,16-06-2020,3584,2717,34748,0,221,0,0
GJ,17-06-2020,3594,2695,37267,0,214,0,0
GJ,18-06-2020,3591,2718,35820,0,207,0,0
GJ,19-06-2020,3636,2666,36164,0,203,0,0
GJ,20-06-2020,3658,2811,35791,0,190,0,0
GJ,21-06-2020,3727,3024,36309,0,186,0,0
GJ,22-06-2020,3776,3245,36434,0,179,0,0
GJ,23-06-2020,3801,3431,37991,0,177,0,0
GJ,24-06-2020,3853,3658,36409,0,175,0,0
GJ,25-06-2020,3920,3679,36534,0,162,0,0
GJ,26-06-2020,3960,3871,36878,0,153,0,0
GJ,27-06-2020,4036,3715,37734,0,151,0,0
GJ,28-06-2020,4080,3451,38432,0,145,0,0
GJ,29-06-2020,4143,3331,38396,0,143,0,0
GJ,30-06-2020,4214,3149,39287,0,137,0,0
GJ,01-07-2020,4317,2942,40560,0,133,0,0
GJ,02-07-2020,4421,3095,42787,0,134,0,0
GJ,03-07-2020,4528,2903,44694,0,134,0,0
GJ,04-07-2020,4625,2997,47206,0,137,0,0
GJ,05-07-2020,4726,3092,48818,0,136,0,0
GJ,06-07-2020,4835,3075,50725,0,134,0,0
GJ,07-07-2020,4993,3074,52217,0,131,0,0
GJ,08-07-2020,5101,3275,53224,0,126,0,0
GJ,09-07-2020,5281,3141,53627,0,122,0,0
GJ,10-07-2020,5469,3242,53476,0,118,0,0
GJ,11-07-2020,5629,3271,52712,0,107,0,0
GJ,12-07-2020,5783,3298,52522,0,102,0,0
GJ,13-07-2020,5950,3483,51801,0,95,0,0
GJ,14-07-2020,6087,3811,52537,0,92,0,0
GJ,15-07-2020,6229,4033,53843,0,86,0,0
GJ,16-07-2020,6287,4432,57478,0,81,0,0
GJ,17-07-2020,6361,4761,62651,0,84,0,0
GJ,18-07-2020,6449,5320,67231,0,93,0,0
GJ,19-07-2020,6535,5684,71476,0,100,0,0
GJ,20-07-2020,6631,5853,78724,0,110,0,0
GJ,21-07-2020,6742,5848,84315,0,130,0,0
GJ,22-07-2020,6837,5894,88999,0,148,0,0
GJ,23-07-2020,6996,5784,92391,0,166,0,0
GJ,24-07-2020,7115,5886,94718,0,175,0,0
GJ,25-07-2020,7236,5607,96365,0,178,0,0
GJ,26-07-2020,7381,5483,106248,0,179,0,0
GJ,27-07-2020,7435,5721,118855,0,181,0,0
GJ,28-07-2020,7517,6009,127410,0,171,0,0
GJ,29-07-2020,7641,5955,136300,0,167,0,0
GJ,30-07-2020,7722,6116,146512,0,161,0,0
GJ,31-07-2020,7807,6077,158059,0,158,0,0
GJ,01-08-2020,7862,6170,170418,0,160,0,0
GJ,02-08-2020,7853,6222,171965,0,161,0,0
GJ,03-08-2020,7810,6181,166260,0,161,0,0
GJ,04-08-2020,7722,6047,164747,0,162,0,0
GJ,05-08-2020,7651,6310,166207,0,161,0,0
GJ,06-08-2020,7526,6348,165709,0,166,0,0
GJ,07-08-2020,7447,6885,165596,0,165,0,0
GJ,08-08-2020,7412,7145,165565,0,164,0,0
GJ,09-08-2020,7389,7651,173295,0,167,0,0
GJ,10-08-2020,7436,7815,183130,0,165,0,0
GJ,11-08-2020,7534,8057,204042,0,163,0,0
GJ,12-08-2020,7613,7988,229792,0,158,0,0
GJ,13-08-2020,7671,8117,256040,0,149,0,0
GJ,14-08-2020,7684,7830,280674,0,142,0,0
GJ,15-08-2020,7677,7710,305619,0,138,0,0
GJ,16-08-2020,7719,7358,325194,0,133,0,0
GJ,17-08-2020,7696,7303,341130,0,128,0,0
GJ,18-08-2020,7704,7294,356717,0,125,0,0
GJ,19-08-2020,7697,7437,369624,0,124,0,0
GJ,20-08-2020,7780,7514,387298,0,122,0,0
GJ,21-08-2020,7897,7755,409020,0,121,0,0
GJ,22-08-2020,8015,7720,433061,0,116,0,0
GJ,23-08-2020,7996,7733,443309,0,110,0,0
GJ,24-08-2020,8030,7671,460834,0,108,0,0
GJ,25-08-2020,8000,7551,476177,0,108,0,0
GJ,26-08-2020,8052,7478,491095,0,108,0,0
GJ,27-08-2020,8067,7548,498831,0,109,0,0
GJ,28-08-2020,8135,7274,501684,0,109,0,0
GJ,29-08-2020,8205,7405,500660,0,108,0,0
GJ,30-08-2020,8376,7528,509340,0,111,0,0
GJ,31-08-2020,8589,7532,512638,0,112,0,0
GJ,01-09-2020,8803,7652,518131,0,106,0,0
GJ,02-09-2020,8911,7746,514705,0,101,0,0
GJ,03-09-2020,9046,7679,513965,0,100,0,0
GJ,04-09-2020,9094,7847,513618,0,100,0,0
GJ,05-09-2020,9123,7884,512135,0,103,0,0
GJ,06-09-2020,9186,8001,515208,0,100,0,0
GJ,07-09-2020,9236,8252,521535,0,101,0,0
GJ,08-09-2020,9221,8566,515541,0,100,0,0
GJ,09-09-2020,9245,8761,516954,0,104,0,0
GJ,10-09-2020,9252,9050,513618,0,103,0,0
GJ,11-09-2020,9276,9072,509833,0,105,0,0
GJ,12-09-2020,9330,9259,511863,0,104,0,0
GJ,13-09-2020,9321,9252,508130,0,105,0,0
GJ,14-09-2020,9325,9231,506947,0,107,0,0
GJ,15-09-2020,9379,9230,513053,0,111,0,0
GJ,16-09-2020,9414,9341,522270,0,107,0,0
GJ,17-09-2020,9461,9578,535739,0,106,0,0
GJ,18-09-2020,9527,9631,533148,0,106,0,0
GJ,19-09-2020,9594,9766,519799,0,107,0,0
GJ,20-09-2020,9675,9765,511658,0,109,0,0
GJ,21-09-2020,9771,9826,502048,0,109,0,0
GJ,22-09-2020,9824,9703,485963,0,108,0,0
GJ,23-09-2020,9832,9545,462717,0,111,0,0
GJ,24-09-2020,9861,9403,439001,0,111,0,0
GJ,25-09-2020,9893,9389,431836,0,107,0,0
GJ,26-09-2020,9878,9338,432269,0,104,0,0
GJ,27-09-2020,9882,9365,431939,0,97,0,0
GJ,28-09-2020,9856,9385,431358,0,92,0,0
GJ,29-09-2020,9835,9447,431599,0,87,0,0
GJ,30-09-2020,9853,9530,431658,0,83,0,0
GJ,01-10-2020,9796,9354,426492,0,79,0,0
GJ,02-10-2020,9664,9325,421312,0,82,0,0
GJ,03-10-2020,9590,9210,416512,0,81,0,0
GJ,04-10-2020,9481,9225,412855,0,80,0,0
GJ,05-10-2020,9404,9294,409052,0,81,0,0
GJ,06-10-2020,9358,9384,398593,0,80,0,0
GJ,07-10-2020,9279,9426,388012,0,78,0,0
GJ,08-10-2020,9206,9358,383739,0,78,0,0
GJ,09-10-2020,9139,9626,378669,0,72,0,0
GJ,10-10-2020,9017,9778,372892,0,70,0,0
GJ,11-10-2020,8896,9945,367442,0,70,0,0
GJ,12-10-2020,8738,9982,360908,0,65,0,0
GJ,13-10-2020,8561,9884,360022,0,65,0,0
GJ,14-10-2020,8425,9884,359630,0,67,0,0
GJ,15-10-2020,8332,9947,358380,0,68,0,0
GJ,16-10-2020,8280,9708,359375,0,70,0,0
GJ,17-10-2020,8220,9522,360833,0,69,0,0
GJ,18-10-2020,8130,9342,361544,0,69,0,0
GJ,19-10-2020,7957,9047,362937,0,69,0,0
GJ,20-10-2020,7925,8800,364859,0,67,0,0
GJ,21-10-2020,7887,8566,366852,0,65,0,0
GJ,22-10-2020,7838,8438,368560,0,61,0,0
